,State,County of County_Animals,ANSI of County_Animals,Ag District,Ag District Code,Year of County_Animals,"CATTLE, COWS, BEEF - INVENTORY","CATTLE, COWS, MILK - INVENTORY","CATTLE, INCL CALVES - INVENTORY","CATTLE, ON FEED - INVENTORY",HOGS - INVENTORY,TURKEYS - INVENTORY
884,MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2013,5600.0,1200.0,28500.0,17887.0,183255.0,379727.0
885,MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2014,5000.0,1200.0,28500.0,20167.0,186734.0,422948.0
886,MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2015,5000.0,1200.0,33000.0,22448.0,190212.0,466170.0
887,MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2016,5000.0,1100.0,38000.0,24728.0,193691.0,509391.0
888,MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2017,4500.0,1100.0,42000.0,27009.0,197170.0,552612.0
889,MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2018,4200.0,1700.0,47000.0,28613.0,228271.0,512234.0
890,MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2019,4200.0,1600.0,46000.0,30217.0,259372.0,471857.0
891,MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2020,4200.0,1600.0,45000.0,31820.0,290474.0,431479.0
892,MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2021,3800.0,1700.0,43000.0,33424.0,321575.0,391102.0
893,MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2022,4100.0,1700.0,44000.0,35028.0,352676.0,350724.0
894,MINNESOTA,REDWOOD,27127,SOUTHWEST,70,2023,4100.0,1700.0,43500.0,35028.0,352676.0,350724.0
895,MINNESOTA,RENVILLE,27129,CENTRAL,50,2010,1700.0,2900.0,25500.0,16654.0,280943.0,79162.0
896,MINNESOTA,RENVILLE,27129,CENTRAL,50,2011,1600.0,2900.0,25000.0,16654.0,280943.0,79162.0
897,MINNESOTA,RENVILLE,27129,CENTRAL,50,2012,1700.0,2900.0,29000.0,16654.0,280943.0,79162.0
898,MINNESOTA,RENVILLE,27129,CENTRAL,50,2013,2000.0,2400.0,33000.0,16419.0,287512.0,117832.0
899,MINNESOTA,RENVILLE,27129,CENTRAL,50,2014,1800.0,2400.0,31500.0,16183.0,294080.0,156502.0
900,MINNESOTA,RENVILLE,27129,CENTRAL,50,2015,1800.0,2300.0,30000.0,15948.0,300649.0,195171.0
901,MINNESOTA,RENVILLE,27129,CENTRAL,50,2016,1800.0,2300.0,28500.0,15712.0,307217.0,233841.0
902,MINNESOTA,RENVILLE,27129,CENTRAL,50,2017,2000.0,2300.0,27000.0,15477.0,313786.0,272511.0
903,MINNESOTA,RENVILLE,27129,CENTRAL,50,2018,1600.0,2800.0,25500.0,15811.0,301708.0,257739.0
904,MINNESOTA,RENVILLE,27129,CENTRAL,50,2019,1600.0,2800.0,25500.0,16144.0,289630.0,242967.0
905,MINNESOTA,RENVILLE,27129,CENTRAL,50,2020,1600.0,2800.0,24500.0,16478.0,277551.0,228196.0
906,MINNESOTA,RENVILLE,27129,CENTRAL,50,2021,1400.0,2800.0,23500.0,16811.0,265473.0,213424.0
907,MINNESOTA,RENVILLE,27129,CENTRAL,50,2022,1500.0,2900.0,24000.0,17145.0,253395.0,198652.0
908,MINNESOTA,RENVILLE,27129,CENTRAL,50,2023,1500.0,2800.0,24000.0,17145.0,253395.0,198652.0
909,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2010,3300.0,6400.0,23500.0,1705.0,62285.0,506109.0
910,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2011,3200.0,6400.0,23000.0,1705.0,62285.0,506109.0
911,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2012,3200.0,6300.0,22500.0,1705.0,62285.0,506109.0
912,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2013,4000.0,6800.0,24000.0,1812.0,83266.0,482387.0
913,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2014,3600.0,6700.0,23000.0,1920.0,104247.0,458664.0
914,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2015,3600.0,6600.0,23500.0,2027.0,125229.0,434942.0
915,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2016,3600.0,6600.0,25500.0,2135.0,146210.0,411219.0
916,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2017,3100.0,6500.0,24500.0,2242.0,167191.0,387497.0
917,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2018,2800.0,6000.0,20500.0,2155.0,163667.0,406642.0
918,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2019,2900.0,5900.0,20500.0,2068.0,160143.0,425787.0
919,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2020,2800.0,5900.0,19800.0,1982.0,156620.0,444933.0
920,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2021,2600.0,6000.0,18900.0,1895.0,153096.0,464078.0
921,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2022,2800.0,6100.0,19400.0,1808.0,149572.0,483223.0
922,MINNESOTA,RICE,27131,SOUTH CENTRAL,80,2023,2800.0,6000.0,19100.0,1808.0,149572.0,483223.0
923,MINNESOTA,ROCK,27133,SOUTHWEST,70,2010,6800.0,3100.0,76000.0,36821.0,291435.0,102.0
924,MINNESOTA,ROCK,27133,SOUTHWEST,70,2011,6400.0,3100.0,75000.0,36821.0,291435.0,102.0
925,MINNESOTA,ROCK,27133,SOUTHWEST,70,2012,6500.0,3000.0,73000.0,36821.0,291435.0,102.0
926,MINNESOTA,ROCK,27133,SOUTHWEST,70,2013,7200.0,3000.0,71000.0,39413.0,293094.0,102.0
927,MINNESOTA,ROCK,27133,SOUTHWEST,70,2014,6500.0,2900.0,70000.0,42005.0,294753.0,102.0
928,MINNESOTA,ROCK,27133,SOUTHWEST,70,2015,6500.0,2900.0,77000.0,44598.0,296411.0,102.0
929,MINNESOTA,ROCK,27133,SOUTHWEST,70,2016,6400.0,3100.0,85000.0,47190.0,298070.0,102.0
930,MINNESOTA,ROCK,27133,SOUTHWEST,70,2017,6000.0,3400.0,88000.0,49782.0,299729.0,102.0
931,MINNESOTA,ROCK,27133,SOUTHWEST,70,2018,5500.0,3900.0,94000.0,49596.0,319955.0,102.0
932,MINNESOTA,ROCK,27133,SOUTHWEST,70,2019,5600.0,3800.0,93000.0,49410.0,340181.0,102.0
933,MINNESOTA,ROCK,27133,SOUTHWEST,70,2020,5500.0,3800.0,91000.0,49224.0,360407.0,102.0
934,MINNESOTA,ROCK,27133,SOUTHWEST,70,2021,5100.0,3900.0,87000.0,49038.0,380633.0,102.0
935,MINNESOTA,ROCK,27133,SOUTHWEST,70,2022,5400.0,3900.0,89000.0,48852.0,400859.0,102.0
936,MINNESOTA,ROCK,27133,SOUTHWEST,70,2023,5400.0,3900.0,88000.0,48852.0,400859.0,102.0
937,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2010,7600.0,1500.0,18100.0,667.0,8529.0,238668.0
938,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2011,7200.0,1500.0,17900.0,667.0,8529.0,238668.0
939,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2012,7300.0,1400.0,17400.0,667.0,8529.0,238668.0
940,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2013,7200.0,1500.0,16600.0,635.0,6830.0,241534.0
941,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2014,6500.0,1500.0,15800.0,604.0,5131.0,244401.0
942,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2015,6500.0,1400.0,16100.0,572.0,3431.0,247267.0
943,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2016,6600.0,1400.0,17500.0,541.0,1732.0,250134.0
944,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2017,7600.0,1400.0,17300.0,509.0,33.0,253000.0
945,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2018,7600.0,800.0,16100.0,585.0,2679.0,253000.0
946,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2019,7700.0,800.0,16000.0,661.0,5325.0,253000.0
947,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2020,7600.0,800.0,15500.0,736.0,7970.0,253000.0
948,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2021,7000.0,800.0,14800.0,812.0,10616.0,253000.0
949,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2022,7500.0,800.0,15200.0,888.0,13262.0,253000.0
950,MINNESOTA,ROSEAU,27135,NORTHWEST,10,2023,7500.0,800.0,15000.0,888.0,13262.0,253000.0
951,MINNESOTA,SCOTT,27139,CENTRAL,50,2010,1600.0,5100.0,18400.0,5085.0,15487.0,226.0
952,MINNESOTA,SCOTT,27139,CENTRAL,50,2011,1500.0,5100.0,18100.0,5085.0,15487.0,226.0
953,MINNESOTA,SCOTT,27139,CENTRAL,50,2012,1500.0,5100.0,17700.0,5085.0,15487.0,226.0
954,MINNESOTA,SCOTT,27139,CENTRAL,50,2013,1700.0,5400.0,22500.0,4898.0,15487.0,200.0
955,MINNESOTA,SCOTT,27139,CENTRAL,50,2014,1600.0,5000.0,21500.0,4711.0,15487.0,174.0
956,MINNESOTA,SCOTT,27139,CENTRAL,50,2015,1600.0,4600.0,19900.0,4525.0,15487.0,148.0
957,MINNESOTA,SCOTT,27139,CENTRAL,50,2016,1600.0,4100.0,18400.0,4338.0,15487.0,122.0
958,MINNESOTA,SCOTT,27139,CENTRAL,50,2017,1800.0,3700.0,16800.0,4151.0,15487.0,96.0
959,MINNESOTA,SCOTT,27139,CENTRAL,50,2018,1800.0,3300.0,15400.0,3724.0,15487.0,98.0
960,MINNESOTA,SCOTT,27139,CENTRAL,50,2019,1800.0,3300.0,15300.0,3297.0,15487.0,99.0
961,MINNESOTA,SCOTT,27139,CENTRAL,50,2020,1800.0,3200.0,14800.0,2870.0,15487.0,101.0
962,MINNESOTA,SCOTT,27139,CENTRAL,50,2021,1600.0,3300.0,14100.0,2443.0,15487.0,102.0
963,MINNESOTA,SCOTT,27139,CENTRAL,50,2022,1700.0,3300.0,14400.0,2016.0,15487.0,104.0
964,MINNESOTA,SCOTT,27139,CENTRAL,50,2023,1700.0,3300.0,14200.0,2016.0,15487.0,104.0
965,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2010,1300.0,500.0,9800.0,6280.0,8635.0,74.0
966,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2011,1200.0,500.0,9700.0,6280.0,8635.0,74.0
967,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2012,1200.0,500.0,9500.0,6280.0,8635.0,74.0
968,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2013,700.0,700.0,10100.0,5859.0,8635.0,66.0
969,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2014,600.0,700.0,9600.0,5437.0,8635.0,59.0
970,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2015,600.0,700.0,9800.0,5016.0,8635.0,51.0
971,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2016,600.0,700.0,10700.0,4594.0,8635.0,44.0
972,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2017,800.0,700.0,10200.0,4173.0,8635.0,36.0
973,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2018,800.0,700.0,9000.0,4201.0,8635.0,42.0
974,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2019,800.0,700.0,8900.0,4230.0,8635.0,48.0
975,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2020,800.0,700.0,8700.0,4258.0,8635.0,55.0
976,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2021,700.0,700.0,8300.0,4287.0,8635.0,61.0
977,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2022,800.0,700.0,8500.0,4315.0,8635.0,67.0
978,MINNESOTA,SHERBURNE,27141,CENTRAL,50,2023,800.0,700.0,8400.0,4315.0,8635.0,67.0
979,MINNESOTA,SIBLEY,27143,CENTRAL,50,2010,2700.0,7600.0,31500.0,9901.0,105238.0,69.0
980,MINNESOTA,SIBLEY,27143,CENTRAL,50,2011,2500.0,7600.0,31000.0,9901.0,105238.0,69.0
981,MINNESOTA,SIBLEY,27143,CENTRAL,50,2012,2600.0,7600.0,30500.0,9901.0,105238.0,69.0
982,MINNESOTA,SIBLEY,27143,CENTRAL,50,2013,2700.0,8600.0,32500.0,10486.0,105528.0,70.0
983,MINNESOTA,SIBLEY,27143,CENTRAL,50,2014,2400.0,8300.0,31000.0,11072.0,105818.0,70.0
984,MINNESOTA,SIBLEY,27143,CENTRAL,50,2015,2400.0,8000.0,32500.0,11657.0,106108.0,71.0
985,MINNESOTA,SIBLEY,27143,CENTRAL,50,2016,2900.0,7800.0,34500.0,12243.0,106398.0,72.0
986,MINNESOTA,SIBLEY,27143,CENTRAL,50,2017,3100.0,7500.0,34500.0,12828.0,106688.0,72.0
987,MINNESOTA,SIBLEY,27143,CENTRAL,50,2018,3600.0,7100.0,34500.0,11316.0,101311.0,73.0
988,MINNESOTA,SIBLEY,27143,CENTRAL,50,2019,3600.0,7100.0,34000.0,9804.0,95934.0,74.0
989,MINNESOTA,SIBLEY,27143,CENTRAL,50,2020,3600.0,7000.0,33000.0,8292.0,90558.0,75.0
990,MINNESOTA,SIBLEY,27143,CENTRAL,50,2021,3300.0,7100.0,31500.0,6780.0,85181.0,75.0
991,MINNESOTA,SIBLEY,27143,CENTRAL,50,2022,3500.0,7200.0,32500.0,5268.0,79804.0,76.0
992,MINNESOTA,SIBLEY,27143,CENTRAL,50,2023,3500.0,7100.0,32000.0,5268.0,79804.0,76.0
993,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2010,4000.0,1300.0,10400.0,118.0,376.0,342.0
994,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2011,3800.0,1300.0,10300.0,118.0,376.0,342.0
995,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2012,3900.0,1300.0,10100.0,118.0,376.0,342.0
996,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2013,4300.0,1200.0,10200.0,118.0,359.0,339.0
997,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2014,3900.0,1200.0,9800.0,118.0,342.0,335.0
998,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2015,3900.0,1100.0,9900.0,118.0,326.0,332.0
999,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2016,3900.0,1100.0,10800.0,118.0,309.0,328.0
1000,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2017,4900.0,1100.0,10800.0,118.0,292.0,325.0
1001,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2018,5000.0,800.0,10500.0,118.0,287.0,273.0
1002,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2019,5000.0,800.0,10300.0,118.0,282.0,221.0
1003,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2020,4900.0,700.0,10100.0,118.0,276.0,169.0
1004,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2021,4500.0,800.0,9600.0,118.0,271.0,117.0
1005,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2022,4900.0,800.0,9800.0,118.0,266.0,65.0
1006,MINNESOTA,ST. LOUIS,27137,NORTHEAST,30,2023,4900.0,800.0,9700.0,118.0,266.0,65.0
1007,MINNESOTA,STEARNS,27145,CENTRAL,50,2010,12500.0,70000.0,210000.0,40914.0,109402.0,2437174.0
1008,MINNESOTA,STEARNS,27145,CENTRAL,50,2011,11900.0,70000.0,205000.0,40914.0,109402.0,2437174.0
1009,MINNESOTA,STEARNS,27145,CENTRAL,50,2012,12100.0,69000.0,225000.0,40914.0,109402.0,2437174.0
1010,MINNESOTA,STEARNS,27145,CENTRAL,50,2013,13300.0,71000.0,240000.0,40214.0,104463.0,2496564.0
1011,MINNESOTA,STEARNS,27145,CENTRAL,50,2014,12000.0,70000.0,225000.0,39515.0,99524.0,2555954.0
1012,MINNESOTA,STEARNS,27145,CENTRAL,50,2015,12000.0,69000.0,220000.0,38815.0,94585.0,2615344.0
1013,MINNESOTA,STEARNS,27145,CENTRAL,50,2016,12100.0,68000.0,210000.0,38116.0,89646.0,2674734.0
1014,MINNESOTA,STEARNS,27145,CENTRAL,50,2017,11700.0,67000.0,210000.0,37416.0,84707.0,2734124.0
1015,MINNESOTA,STEARNS,27145,CENTRAL,50,2018,11300.0,66000.0,200000.0,38447.0,80945.0,2546529.0
1016,MINNESOTA,STEARNS,27145,CENTRAL,50,2019,11400.0,65000.0,195000.0,39479.0,77183.0,2358935.0
1017,MINNESOTA,STEARNS,27145,CENTRAL,50,2020,11200.0,65000.0,190000.0,40510.0,73421.0,2171340.0
1018,MINNESOTA,STEARNS,27145,CENTRAL,50,2021,10300.0,66000.0,180000.0,41542.0,69659.0,1983746.0
1019,MINNESOTA,STEARNS,27145,CENTRAL,50,2022,11100.0,67000.0,185000.0,42573.0,65897.0,1796151.0
1020,MINNESOTA,STEARNS,27145,CENTRAL,50,2023,11100.0,66000.0,185000.0,42573.0,65897.0,1796151.0
1021,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2010,1700.0,5000.0,15800.0,678.0,167773.0,416487.0
1022,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2011,1600.0,5000.0,15500.0,678.0,167773.0,416487.0
1023,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2012,1600.0,5000.0,15200.0,678.0,167773.0,416487.0
1024,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2013,2000.0,3200.0,10600.0,804.0,162482.0,399649.0
1025,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2014,1800.0,3200.0,10100.0,929.0,157191.0,382811.0
1026,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2015,1800.0,3100.0,10800.0,1055.0,151899.0,365972.0
1027,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2016,1800.0,3100.0,11600.0,1180.0,146608.0,349134.0
1028,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2017,2100.0,3100.0,12300.0,1306.0,141317.0,332296.0
1029,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2018,2100.0,3500.0,13100.0,1242.0,136336.0,303949.0
1030,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2019,2200.0,3500.0,13000.0,1178.0,131355.0,275602.0
1031,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2020,2100.0,3400.0,12600.0,1113.0,126373.0,247256.0
1032,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2021,1900.0,3500.0,12000.0,1049.0,121392.0,218909.0
1033,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2022,2100.0,3500.0,12400.0,985.0,116411.0,190562.0
1034,MINNESOTA,STEELE,27147,SOUTH CENTRAL,80,2023,2100.0,3500.0,12200.0,985.0,116411.0,190562.0
1035,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2010,2500.0,18300.0,45000.0,11844.0,186865.0,0.0
1036,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2011,2400.0,18300.0,44500.0,11844.0,186865.0,0.0
1037,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2012,2400.0,18100.0,51000.0,11844.0,186865.0,0.0
1038,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2013,1800.0,21500.0,58000.0,12392.0,183346.0,0.0
1039,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2014,1600.0,21500.0,55000.0,12940.0,179828.0,0.0
1040,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2015,1600.0,23000.0,56000.0,13489.0,176309.0,0.0
1041,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2016,1700.0,24000.0,59000.0,14037.0,172791.0,0.0
1042,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2017,2000.0,25000.0,59000.0,14585.0,169272.0,0.0
1043,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2018,2000.0,25000.0,59000.0,13871.0,177451.0,0.0
1044,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2019,2000.0,25000.0,58000.0,13157.0,185629.0,0.0
1045,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2020,2000.0,25000.0,56000.0,12442.0,193808.0,0.0
1046,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2021,2000.0,25000.0,54000.0,11728.0,201986.0,0.0
1047,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2022,2000.0,25000.0,55000.0,11014.0,210165.0,0.0
1048,MINNESOTA,STEVENS,27149,WEST CENTRAL,40,2023,2000.0,25000.0,54000.0,11014.0,210165.0,0.0
1049,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2010,2500.0,4600.0,19200.0,3871.0,13116.0,1942920.0
1050,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2011,2400.0,4600.0,18900.0,3871.0,13116.0,1942920.0
1051,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2012,2400.0,4500.0,18500.0,3871.0,13116.0,1942920.0
1052,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2013,2600.0,2900.0,15800.0,3935.0,13600.0,1834435.0
1053,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2014,2400.0,4800.0,15600.0,3999.0,14085.0,1725950.0
1054,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2015,2400.0,6700.0,19500.0,4062.0,14569.0,1617466.0
1055,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2016,2400.0,8700.0,24500.0,4126.0,15054.0,1508981.0
1056,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2017,3000.0,10600.0,27500.0,4190.0,15538.0,1400496.0
1057,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2018,3000.0,12400.0,31500.0,4233.0,17770.0,1364396.0
1058,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2019,3100.0,12300.0,31000.0,4276.0,20002.0,1328296.0
1059,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2020,3000.0,12100.0,30500.0,4320.0,22234.0,1292197.0
1060,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2021,2800.0,12400.0,29000.0,4363.0,24466.0,1256097.0
1061,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2022,3000.0,12500.0,29500.0,4406.0,26698.0,1219997.0
1062,MINNESOTA,SWIFT,27151,WEST CENTRAL,40,2023,3000.0,12400.0,29000.0,4406.0,26698.0,1219997.0
1063,MINNESOTA,TODD,27153,CENTRAL,50,2010,11100.0,16700.0,64000.0,4678.0,13771.0,1991295.0
1064,MINNESOTA,TODD,27153,CENTRAL,50,2011,10500.0,16700.0,63000.0,4678.0,13771.0,1991295.0
1065,MINNESOTA,TODD,27153,CENTRAL,50,2012,10600.0,16500.0,61000.0,4678.0,13771.0,1991295.0
1066,MINNESOTA,TODD,27153,CENTRAL,50,2013,11500.0,16600.0,70000.0,4790.0,13165.0,1772875.0
1067,MINNESOTA,TODD,27153,CENTRAL,50,2014,10400.0,16200.0,67000.0,4901.0,12559.0,1554455.0
1068,MINNESOTA,TODD,27153,CENTRAL,50,2015,10400.0,15800.0,66000.0,5013.0,11952.0,1336034.0
1069,MINNESOTA,TODD,27153,CENTRAL,50,2016,10500.0,15300.0,63000.0,5124.0,11346.0,1117614.0
1070,MINNESOTA,TODD,27153,CENTRAL,50,2017,11300.0,14900.0,60000.0,5236.0,10740.0,899194.0
1071,MINNESOTA,TODD,27153,CENTRAL,50,2018,11200.0,14400.0,56000.0,5234.0,10027.0,965723.0
1072,MINNESOTA,TODD,27153,CENTRAL,50,2019,11400.0,14300.0,55000.0,5232.0,9314.0,1032252.0
1073,MINNESOTA,TODD,27153,CENTRAL,50,2020,11200.0,14100.0,54000.0,5229.0,8601.0,1098780.0
1074,MINNESOTA,TODD,27153,CENTRAL,50,2021,10300.0,14400.0,51000.0,5227.0,7888.0,1165309.0
1075,MINNESOTA,TODD,27153,CENTRAL,50,2022,11000.0,14600.0,53000.0,5225.0,7175.0,1231838.0
1076,MINNESOTA,TODD,27153,CENTRAL,50,2023,11000.0,14400.0,52000.0,5225.0,7175.0,1231838.0
1077,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2010,0.0,0.0,5200.0,1863.0,16966.0,0.0
1078,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2011,0.0,0.0,5100.0,1863.0,16966.0,0.0
1079,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2012,0.0,0.0,5000.0,1863.0,16966.0,0.0
1080,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2013,0.0,0.0,5800.0,2176.0,20601.0,0.0
1081,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2014,0.0,0.0,5500.0,2488.0,24236.0,0.0
1082,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2015,0.0,0.0,7500.0,2801.0,27871.0,0.0
1083,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2016,0.0,0.0,10500.0,3113.0,31506.0,0.0
1084,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2017,0.0,0.0,11400.0,3426.0,35141.0,0.0
1085,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2018,0.0,0.0,13500.0,2989.0,30608.0,0.0
1086,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2019,0.0,0.0,13400.0,2551.0,26076.0,0.0
1087,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2020,0.0,0.0,13000.0,2114.0,21543.0,0.0
1088,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2021,0.0,0.0,12400.0,1676.0,17011.0,0.0
1089,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2022,0.0,0.0,12700.0,1239.0,12478.0,0.0
1090,MINNESOTA,TRAVERSE,27155,WEST CENTRAL,40,2023,0.0,0.0,12500.0,1239.0,12478.0,0.0
1091,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2010,7200.0,21000.0,62000.0,6849.0,8851.0,22.0
1092,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2011,6800.0,21000.0,61000.0,6849.0,8851.0,22.0
1093,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2012,6900.0,20500.0,60000.0,6849.0,8851.0,22.0
1094,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2013,6600.0,20500.0,68000.0,6669.0,9401.0,22.0
1095,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2014,6000.0,20500.0,65000.0,6489.0,9952.0,23.0
1096,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2015,6000.0,20000.0,63000.0,6310.0,10502.0,23.0
1097,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2016,6000.0,19900.0,61000.0,6130.0,11053.0,23.0
1098,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2017,5700.0,19900.0,58000.0,5950.0,11603.0,24.0
1099,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2018,5400.0,20000.0,56000.0,6000.0,17496.0,24.0
1100,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2019,5500.0,19900.0,56000.0,6050.0,23389.0,24.0
1101,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2020,5400.0,19700.0,54000.0,6100.0,29283.0,24.0
1102,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2021,4900.0,20000.0,52000.0,6150.0,35176.0,25.0
1103,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2022,5300.0,20500.0,53000.0,6200.0,41069.0,25.0
1104,MINNESOTA,WABASHA,27157,SOUTHEAST,90,2023,5300.0,20000.0,52000.0,6200.0,41069.0,25.0
